hgnc_id	symbol	name	entrez_id	ensembl_gene_id	uniprot_ids
HGNC:46897	RNU4ATAC11P	RNA, U4atac small nuclear 11, pseudogene	106481158	ENSG00000251748	
HGNC:46898	RNU4ATAC12P	RNA, U4atac small nuclear 12, pseudogene	106481865	ENSG00000252269	
HGNC:46899	RNU4ATAC13P	RNA, U4atac small nuclear 13, pseudogene	106479543	ENSG00000251741	
HGNC:46900	RNU4ATAC14P	RNA, U4atac small nuclear 14, pseudogene	106481159	ENSG00000252013	
HGNC:46901	RNU4ATAC15P	RNA, U4atac small nuclear 15, pseudogene	106479544	ENSG00000252224	
HGNC:46902	RNU4ATAC16P	RNA, U4atac small nuclear 16, pseudogene	106481160	ENSG00000221439	
HGNC:46903	RNU4ATAC17P	RNA, U4atac small nuclear 17, pseudogene	106480696	ENSG00000253081	
HGNC:46904	RNU4ATAC18P	RNA, U4atac small nuclear 18, pseudogene	106481866	ENSG00000251988	
HGNC:10211	RNU5A-1	RNA, U5A small nuclear 1	26831	ENSG00000199568	
HGNC:42515	RNU5A-2P	RNA, U5A small nuclear 2, pseudogene	100873830	ENSG00000207065	
HGNC:42519	RNU5A-3P	RNA, U5A small nuclear 3, pseudogene	100873831	ENSG00000254172	
HGNC:42521	RNU5A-4P	RNA, U5A small nuclear 4, pseudogene	100873870	ENSG00000252397	
HGNC:42525	RNU5A-5P	RNA, U5A small nuclear 5, pseudogene	100873835	ENSG00000222986	
HGNC:42527	RNU5A-6P	RNA, U5A small nuclear 6, pseudogene	100873871	ENSG00000206863	
HGNC:42529	RNU5A-7P	RNA, U5A small nuclear 7, pseudogene	100873872	ENSG00000251788	
HGNC:42530	RNU5A-8P	RNA, U5A small nuclear 8, pseudogene	100873838	ENSG00000200972	
HGNC:10212	RNU5B-1	RNA, U5B small nuclear 1	26832	ENSG00000200156	
HGNC:34182	RNU5B-2P	RNA, U5B small nuclear 2, pseudogene	100147750	ENSG00000199906	
HGNC:34183	RNU5B-3P	RNA, U5B small nuclear 3, pseudogene	100147751	ENSG00000252410	
HGNC:34184	RNU5B-4P	RNA, U5B small nuclear 4, pseudogene	100147752	ENSG00000200378	
HGNC:34185	RNU5B-5P	RNA, U5B small nuclear 5, pseudogene	100147753		
HGNC:34186	RNU5B-6P	RNA, U5B small nuclear 6, pseudogene	100147754	ENSG00000252574	
HGNC:10214	RNU5D-1	RNA, U5D small nuclear 1	26830	ENSG00000200169	
HGNC:42534	RNU5D-2P	RNA, U5D small nuclear 2, pseudogene	100873841	ENSG00000252521	
HGNC:10215	RNU5E-1	RNA, U5E small nuclear 1	26829	ENSG00000199347	
HGNC:42511	RNU5E-2P	RNA, U5E small nuclear 2, pseudogene	100873827		
HGNC:42512	RNU5E-3P	RNA, U5E small nuclear 3, pseudogene	100873828	ENSG00000251722	
HGNC:42513	RNU5E-4P	RNA, U5E small nuclear 4, pseudogene	100873829	ENSG00000201801	
HGNC:42520	RNU5E-5P	RNA, U5E small nuclear 5, pseudogene	100873869	ENSG00000202249	
HGNC:42522	RNU5E-6P	RNA, U5E small nuclear 6, pseudogene	100873832	ENSG00000202444	
HGNC:42526	RNU5E-7P	RNA, U5E small nuclear 7, pseudogene	100873836	ENSG00000202160	
HGNC:42528	RNU5E-8P	RNA, U5E small nuclear 8, pseudogene	100873837	ENSG00000200372	
HGNC:42532	RNU5E-9P	RNA, U5E small nuclear 9, pseudogene	100873840	ENSG00000223096	
HGNC:42533	RNU5E-10P	RNA, U5E small nuclear 10, pseudogene	100873888	ENSG00000200376	
HGNC:10216	RNU5F-1	RNA, U5F small nuclear 1	26828	ENSG00000199377	
HGNC:42510	RNU5F-2P	RNA, U5F small nuclear 2, pseudogene	100873826	ENSG00000251875	
HGNC:42514	RNU5F-3P	RNA, U5F small nuclear 3, pseudogene	100873866	ENSG00000200637	
HGNC:42516	RNU5F-4P	RNA, U5F small nuclear 4, pseudogene	100873867	ENSG00000252390	
HGNC:42518	RNU5F-5P	RNA, U5F small nuclear 5, pseudogene	100873868		
HGNC:42523	RNU5F-6P	RNA, U5F small nuclear 6, pseudogene	100873833	ENSG00000199849	
HGNC:42524	RNU5F-7P	RNA, U5F small nuclear 7, pseudogene	100873834	ENSG00000200566	
HGNC:42531	RNU5F-8P	RNA, U5F small nuclear 8, pseudogene	100873839	ENSG00000251750	
HGNC:10227	RNU6-1	RNA, U6 small nuclear 1	26827	ENSG00000206625	
HGNC:34270	RNU6-2	RNA, U6 small nuclear 2	103625684	ENSG00000207357	
HGNC:34275	RNU6-3P	RNA, U6 small nuclear 3, pseudogene	106478919	ENSG00000207041	
HGNC:34253	RNU6-4P	RNA, U6 small nuclear 4, pseudogene	106478914	ENSG00000206932	
HGNC:34249	RNU6-5P	RNA, U6 small nuclear 5, pseudogene	106478913	ENSG00000206965	
HGNC:10228	RNU6-6P	RNA, U6 small nuclear 6, pseudogene	26826	ENSG00000272055	
HGNC:34284	RNU6-7	RNA, U6 small nuclear 7	101954275	ENSG00000201654	
HGNC:34285	RNU6-8	RNA, U6 small nuclear 8	101954278	ENSG00000202337	
HGNC:34269	RNU6-9	RNA, U6 small nuclear 9	101954271	ENSG00000207507	
HGNC:34254	RNU6-10P	RNA, U6 small nuclear 10, pseudogene	100873745	ENSG00000206763	
HGNC:34255	RNU6-11P	RNA, U6 small nuclear 11, pseudogene	106478915	ENSG00000201104	
HGNC:34256	RNU6-12P	RNA, U6 small nuclear 12, pseudogene	106481973	ENSG00000207334	
HGNC:34257	RNU6-13P	RNA, U6 small nuclear 13, pseudogene	106480423	ENSG00000206975	
HGNC:34258	RNU6-14P	RNA, U6 small nuclear 14, pseudogene	100873746	ENSG00000207360	
HGNC:34259	RNU6-15P	RNA, U6 small nuclear 15, pseudogene	100302741	ENSG00000207264	
HGNC:34260	RNU6-16P	RNA, U6 small nuclear 16, pseudogene	100873753	ENSG00000207113	
HGNC:34261	RNU6-17P	RNA, U6 small nuclear 17, pseudogene	106480705	ENSG00000206972	
HGNC:34262	RNU6-18P	RNA, U6 small nuclear 18, pseudogene	106478916	ENSG00000207257	
HGNC:34263	RNU6-19P	RNA, U6 small nuclear 19, pseudogene	100873754	ENSG00000207449	
HGNC:34264	RNU6-20P	RNA, U6 small nuclear 20, pseudogene	106480706	ENSG00000206833	
HGNC:34265	RNU6-21P	RNA, U6 small nuclear 21, pseudogene	100302738	ENSG00000207441	
HGNC:34266	RNU6-22P	RNA, U6 small nuclear 22, pseudogene	106478917	ENSG00000207083	
HGNC:34267	RNU6-23P	RNA, U6 small nuclear 23, pseudogene	100873755	ENSG00000200153	
HGNC:34268	RNU6-24P	RNA, U6 small nuclear 24, pseudogene	106480707	ENSG00000207169	
HGNC:34251	RNU6-25P	RNA, U6 small nuclear 25, pseudogene	106480704	ENSG00000206600	
HGNC:34252	RNU6-26P	RNA, U6 small nuclear 26, pseudogene	100873741	ENSG00000206712	
HGNC:34271	RNU6-27P	RNA, U6 small nuclear 27, pseudogene	106478918	ENSG00000251955	
HGNC:34272	RNU6-28P	RNA, U6 small nuclear 28, pseudogene	100873756	ENSG00000199248	
HGNC:34273	RNU6-29P	RNA, U6 small nuclear 29, pseudogene	107131122	ENSG00000207367	
HGNC:34274	RNU6-30P	RNA, U6 small nuclear 30, pseudogene	100873747	ENSG00000207291	
HGNC:34250	RNU6-31P	RNA, U6 small nuclear 31, pseudogene	100873740	ENSG00000207116	
HGNC:34276	RNU6-32P	RNA, U6 small nuclear 32, pseudogene	106480708	ENSG00000206675	
HGNC:34277	RNU6-33P	RNA, U6 small nuclear 33, pseudogene	100873748	ENSG00000207524	
HGNC:34278	RNU6-34P	RNA, U6 small nuclear 34, pseudogene	100873749	ENSG00000201744	
HGNC:34279	RNU6-35P	RNA, U6 small nuclear 35, pseudogene	100873750	ENSG00000207260	
HGNC:34280	RNU6-36P	RNA, U6 small nuclear 36, pseudogene	100873757	ENSG00000206899	
HGNC:34281	RNU6-37P	RNA, U6 small nuclear 37, pseudogene	106478920	ENSG00000199562	
HGNC:34282	RNU6-38P	RNA, U6 small nuclear 38, pseudogene	106480709	ENSG00000206812	
HGNC:34283	RNU6-39P	RNA, U6 small nuclear 39, pseudogene	100873758	ENSG00000207072	
HGNC:34248	RNU6-40P	RNA, U6 small nuclear 40, pseudogene	106480703	ENSG00000206981	
HGNC:34247	RNU6-41P	RNA, U6 small nuclear 41, pseudogene	106478912	ENSG00000207472	
HGNC:34286	RNU6-42P	RNA, U6 small nuclear 42, pseudogene	100302742	ENSG00000206892	
HGNC:34287	RNU6-43P	RNA, U6 small nuclear 43, pseudogene	106478921	ENSG00000207029	
HGNC:34288	RNU6-44P	RNA, U6 small nuclear 44, pseudogene	106478922	ENSG00000206772	
HGNC:34289	RNU6-45P	RNA, U6 small nuclear 45, pseudogene	100873759	ENSG00000207200	
HGNC:34290	RNU6-46P	RNA, U6 small nuclear 46, pseudogene	100873760	ENSG00000206587	
HGNC:34291	RNU6-47P	RNA, U6 small nuclear 47, pseudogene	106480710	ENSG00000206593	
HGNC:34292	RNU6-48P	RNA, U6 small nuclear 48, pseudogene	100887744	ENSG00000206888	
HGNC:34293	RNU6-49P	RNA, U6 small nuclear 49, pseudogene	106478923	ENSG00000206983	
HGNC:10229	RNU6-50P	RNA, U6 small nuclear 50, pseudogene	26825	ENSG00000199226	
HGNC:42542	RNU6-52P	RNA, U6 small nuclear 52, pseudogene	100873761		
HGNC:42543	RNU6-53P	RNA, U6 small nuclear 53, pseudogene	100873762	ENSG00000202237	
HGNC:42544	RNU6-54P	RNA, U6 small nuclear 54, pseudogene	106478986	ENSG00000202433	
HGNC:42545	RNU6-55P	RNA, U6 small nuclear 55, pseudogene	100873763	ENSG00000223024	
HGNC:42546	RNU6-56P	RNA, U6 small nuclear 56, pseudogene	100873764	ENSG00000252795	
HGNC:42547	RNU6-57P	RNA, U6 small nuclear 57, pseudogene	100873765	ENSG00000223280	
HGNC:42548	RNU6-58P	RNA, U6 small nuclear 58, pseudogene	100873766	ENSG00000252952	
HGNC:42549	RNU6-59P	RNA, U6 small nuclear 59, pseudogene	100873767	ENSG00000207518	
HGNC:42550	RNU6-60P	RNA, U6 small nuclear 60, pseudogene	106480750	ENSG00000201662	
HGNC:42551	RNU6-61P	RNA, U6 small nuclear 61, pseudogene	106480435	ENSG00000202398	
HGNC:42552	RNU6-62P	RNA, U6 small nuclear 62, pseudogene	106478987	ENSG00000252335	
HGNC:42553	RNU6-63P	RNA, U6 small nuclear 63, pseudogene	100873768	ENSG00000252499	
HGNC:42554	RNU6-64P	RNA, U6 small nuclear 64, pseudogene	100873769	ENSG00000252928	
HGNC:42555	RNU6-65P	RNA, U6 small nuclear 65, pseudogene	106480751	ENSG00000252141	
HGNC:42556	RNU6-66P	RNA, U6 small nuclear 66, pseudogene	100873770	ENSG00000200267	
HGNC:42557	RNU6-67P	RNA, U6 small nuclear 67, pseudogene	100873771	ENSG00000222791	
HGNC:42558	RNU6-68P	RNA, U6 small nuclear 68, pseudogene	100873772	ENSG00000252385	
HGNC:42559	RNU6-69P	RNA, U6 small nuclear 69, pseudogene	100873773		
HGNC:42560	RNU6-70P	RNA, U6 small nuclear 70, pseudogene	106478988	ENSG00000252247	
HGNC:42561	RNU6-71P	RNA, U6 small nuclear 71, pseudogene	100873774	ENSG00000207203	
HGNC:42562	RNU6-72P	RNA, U6 small nuclear 72, pseudogene	100873775	ENSG00000207012	
HGNC:42563	RNU6-73P	RNA, U6 small nuclear 73, pseudogene	106478989	ENSG00000207330	
HGNC:42564	RNU6-74P	RNA, U6 small nuclear 74, pseudogene	106480752	ENSG00000206962	
HGNC:42565	RNU6-75P	RNA, U6 small nuclear 75, pseudogene	100873776	ENSG00000251753	
HGNC:42566	RNU6-76P	RNA, U6 small nuclear 76, pseudogene	100873777	ENSG00000206787	
HGNC:42567	RNU6-77P	RNA, U6 small nuclear 77, pseudogene	106481792	ENSG00000222486	
HGNC:42568	RNU6-78P	RNA, U6 small nuclear 78, pseudogene	100873778	ENSG00000199767	
HGNC:42569	RNU6-79P	RNA, U6 small nuclear 79, pseudogene	100873779	ENSG00000199381	
HGNC:42570	RNU6-80P	RNA, U6 small nuclear 80, pseudogene	106478990	ENSG00000206922	
HGNC:42571	RNU6-81P	RNA, U6 small nuclear 81, pseudogene	100873780	ENSG00000202478	
HGNC:42572	RNU6-82P	RNA, U6 small nuclear 82, pseudogene	100873781	ENSG00000200840	
HGNC:42573	RNU6-83P	RNA, U6 small nuclear 83, pseudogene	100873782	ENSG00000207298	
HGNC:47047	RNU6-84P	RNA, U6 small nuclear 84, pseudogene	106479603	ENSG00000272445	
HGNC:47048	RNU6-85P	RNA, U6 small nuclear 85, pseudogene	106481203	ENSG00000271932	
HGNC:47049	RNU6-86P	RNA, U6 small nuclear 86, pseudogene	106479604	ENSG00000271923	
HGNC:47050	RNU6-87P	RNA, U6 small nuclear 87, pseudogene	106481204	ENSG00000272028	
HGNC:47051	RNU6-88P	RNA, U6 small nuclear 88, pseudogene	106479605	ENSG00000272507	
HGNC:47052	RNU6-89P	RNA, U6 small nuclear 89, pseudogene	106480550	ENSG00000272262	
HGNC:47053	RNU6-90P	RNA, U6 small nuclear 90, pseudogene	106481205	ENSG00000272337	
HGNC:47054	RNU6-91P	RNA, U6 small nuclear 91, pseudogene	106479606	ENSG00000272439	
HGNC:47055	RNU6-92P	RNA, U6 small nuclear 92, pseudogene	106479607	ENSG00000272393	
HGNC:47057	RNU6-94P	RNA, U6 small nuclear 94, pseudogene	106481206	ENSG00000271819	
HGNC:47058	RNU6-95P	RNA, U6 small nuclear 95, pseudogene	106479608	ENSG00000207428	
HGNC:47060	RNU6-97P	RNA, U6 small nuclear 97, pseudogene	106480551	ENSG00000200257	
HGNC:47061	RNU6-98P	RNA, U6 small nuclear 98, pseudogene	106479609	ENSG00000206900	
HGNC:47062	RNU6-99P	RNA, U6 small nuclear 99, pseudogene	106479610	ENSG00000201591	
HGNC:47063	RNU6-100P	RNA, U6 small nuclear 100, pseudogene	106481208	ENSG00000252414	
HGNC:47064	RNU6-101P	RNA, U6 small nuclear 101, pseudogene	106479611	ENSG00000222255	
HGNC:47065	RNU6-102P	RNA, U6 small nuclear 102, pseudogene	106481209	ENSG00000207214	
HGNC:47066	RNU6-103P	RNA, U6 small nuclear 103, pseudogene	106480552	ENSG00000200556	
HGNC:47067	RNU6-104P	RNA, U6 small nuclear 104, pseudogene	106479612	ENSG00000238509	
HGNC:47068	RNU6-105P	RNA, U6 small nuclear 105, pseudogene	106481210	ENSG00000200779	
HGNC:47069	RNU6-106P	RNA, U6 small nuclear 106, pseudogene	106479613	ENSG00000207134	
HGNC:47070	RNU6-107P	RNA, U6 small nuclear 107, pseudogene	106479614	ENSG00000252452	
HGNC:47071	RNU6-108P	RNA, U6 small nuclear 108, pseudogene	106481875	ENSG00000202428	
HGNC:47072	RNU6-109P	RNA, U6 small nuclear 109, pseudogene	106481211	ENSG00000252173	
HGNC:47073	RNU6-110P	RNA, U6 small nuclear 110, pseudogene	106479615	ENSG00000207237	
HGNC:47074	RNU6-111P	RNA, U6 small nuclear 111, pseudogene	106481212	ENSG00000252988	
HGNC:47075	RNU6-112P	RNA, U6 small nuclear 112, pseudogene	107057647	ENSG00000200469	
HGNC:47076	RNU6-113P	RNA, U6 small nuclear 113, pseudogene	106479616	ENSG00000252462	
HGNC:47077	RNU6-114P	RNA, U6 small nuclear 114, pseudogene	106481765	ENSG00000207435	
HGNC:47078	RNU6-115P	RNA, U6 small nuclear 115, pseudogene	106479617	ENSG00000201180	
HGNC:47079	RNU6-116P	RNA, U6 small nuclear 116, pseudogene	106480553	ENSG00000206769	
HGNC:47080	RNU6-117P	RNA, U6 small nuclear 117, pseudogene	106481213	ENSG00000202285	
HGNC:47081	RNU6-118P	RNA, U6 small nuclear 118, pseudogene	106479618	ENSG00000252361	
HGNC:47082	RNU6-119P	RNA, U6 small nuclear 119, pseudogene	106481214	ENSG00000201752	
HGNC:47083	RNU6-120P	RNA, U6 small nuclear 120, pseudogene	106479619	ENSG00000251886	
HGNC:47084	RNU6-121P	RNA, U6 small nuclear 121, pseudogene	106481215	ENSG00000222457	
HGNC:47085	RNU6-122P	RNA, U6 small nuclear 122, pseudogene	106481876	ENSG00000252627	
HGNC:47086	RNU6-123P	RNA, U6 small nuclear 123, pseudogene	106479620	ENSG00000251972	
HGNC:47088	RNU6-125P	RNA, U6 small nuclear 125, pseudogene	106479621	ENSG00000207234	
HGNC:47089	RNU6-126P	RNA, U6 small nuclear 126, pseudogene	106479622	ENSG00000252494	
HGNC:47090	RNU6-127P	RNA, U6 small nuclear 127, pseudogene	106480554	ENSG00000212199	
HGNC:47091	RNU6-128P	RNA, U6 small nuclear 128, pseudogene	106481217	ENSG00000206703	
HGNC:47092	RNU6-129P	RNA, U6 small nuclear 129, pseudogene	106479623	ENSG00000212324	
HGNC:47093	RNU6-130P	RNA, U6 small nuclear 130, pseudogene	106481218	ENSG00000223044	
HGNC:47094	RNU6-131P	RNA, U6 small nuclear 131, pseudogene	106479624	ENSG00000212446	
HGNC:47095	RNU6-132P	RNA, U6 small nuclear 132, pseudogene	106481219	ENSG00000206590	
HGNC:47096	RNU6-133P	RNA, U6 small nuclear 133, pseudogene	106481877	ENSG00000206716	
HGNC:47098	RNU6-135P	RNA, U6 small nuclear 135, pseudogene	106479625	ENSG00000252578	
HGNC:47099	RNU6-136P	RNA, U6 small nuclear 136, pseudogene	106479626	ENSG00000207393	
HGNC:47100	RNU6-137P	RNA, U6 small nuclear 137, pseudogene	106481220	ENSG00000200550	
HGNC:47101	RNU6-138P	RNA, U6 small nuclear 138, pseudogene	106479627	ENSG00000251761	
HGNC:47102	RNU6-139P	RNA, U6 small nuclear 139, pseudogene	106481977	ENSG00000252449	
HGNC:47103	RNU6-140P	RNA, U6 small nuclear 140, pseudogene	106481221	ENSG00000207296	
HGNC:47104	RNU6-141P	RNA, U6 small nuclear 141, pseudogene	106480555	ENSG00000222431	
HGNC:47105	RNU6-142P	RNA, U6 small nuclear 142, pseudogene	106479628	ENSG00000206746	
HGNC:47106	RNU6-143P	RNA, U6 small nuclear 143, pseudogene	106479629	ENSG00000252751	
HGNC:47107	RNU6-144P	RNA, U6 small nuclear 144, pseudogene	106481222	ENSG00000206678	
HGNC:47108	RNU6-145P	RNA, U6 small nuclear 145, pseudogene	106479630	ENSG00000207307	
HGNC:47109	RNU6-146P	RNA, U6 small nuclear 146, pseudogene	106865372	ENSG00000207332	
HGNC:47110	RNU6-147P	RNA, U6 small nuclear 147, pseudogene	106480556	ENSG00000206710	
HGNC:47111	RNU6-148P	RNA, U6 small nuclear 148, pseudogene	106479631	ENSG00000252823	
HGNC:47113	RNU6-150P	RNA, U6 small nuclear 150, pseudogene	106479632	ENSG00000252046	
HGNC:47114	RNU6-151P	RNA, U6 small nuclear 151, pseudogene	106479633	ENSG00000201028	
HGNC:47115	RNU6-152P	RNA, U6 small nuclear 152, pseudogene	106481223	ENSG00000206764	
HGNC:47116	RNU6-153P	RNA, U6 small nuclear 153, pseudogene	106479634	ENSG00000201292	
HGNC:47117	RNU6-154P	RNA, U6 small nuclear 154, pseudogene	106481878	ENSG00000207033	
HGNC:47118	RNU6-155P	RNA, U6 small nuclear 155, pseudogene	106481224	ENSG00000252156	
HGNC:47119	RNU6-156P	RNA, U6 small nuclear 156, pseudogene	106479635	ENSG00000278331	
HGNC:47120	RNU6-157P	RNA, U6 small nuclear 157, pseudogene	106479636	ENSG00000206684	
HGNC:47121	RNU6-158P	RNA, U6 small nuclear 158, pseudogene	106481225	ENSG00000252913	
HGNC:47122	RNU6-159P	RNA, U6 small nuclear 159, pseudogene	106480557	ENSG00000212382	
HGNC:47123	RNU6-160P	RNA, U6 small nuclear 160, pseudogene	106479637	ENSG00000207321	
HGNC:47124	RNU6-161P	RNA, U6 small nuclear 161, pseudogene	106480387	ENSG00000199921	
HGNC:47125	RNU6-162P	RNA, U6 small nuclear 162, pseudogene	106481226	ENSG00000252037	
HGNC:47126	RNU6-163P	RNA, U6 small nuclear 163, pseudogene	106479638	ENSG00000207124	
HGNC:47127	RNU6-164P	RNA, U6 small nuclear 164, pseudogene	106479639	ENSG00000201474	
HGNC:47128	RNU6-165P	RNA, U6 small nuclear 165, pseudogene	106481227	ENSG00000252979	
HGNC:47129	RNU6-166P	RNA, U6 small nuclear 166, pseudogene	106481879	ENSG00000207099	
HGNC:47130	RNU6-167P	RNA, U6 small nuclear 167, pseudogene	106481228	ENSG00000207019	
HGNC:47131	RNU6-168P	RNA, U6 small nuclear 168, pseudogene	106479640	ENSG00000251998	
HGNC:47132	RNU6-169P	RNA, U6 small nuclear 169, pseudogene	106481229	ENSG00000202206	
HGNC:47133	RNU6-170P	RNA, U6 small nuclear 170, pseudogene	106479641	ENSG00000199702	
HGNC:47134	RNU6-171P	RNA, U6 small nuclear 171, pseudogene	106481230	ENSG00000207082	
HGNC:47135	RNU6-172P	RNA, U6 small nuclear 172, pseudogene	106479642	ENSG00000222932	
HGNC:47136	RNU6-173P	RNA, U6 small nuclear 173, pseudogene	106479643	ENSG00000201085	
HGNC:47137	RNU6-174P	RNA, U6 small nuclear 174, pseudogene	106481231	ENSG00000222338	
HGNC:47138	RNU6-175P	RNA, U6 small nuclear 175, pseudogene	106480558	ENSG00000252705	
HGNC:47139	RNU6-176P	RNA, U6 small nuclear 176, pseudogene	106479644	ENSG00000253005	
HGNC:47140	RNU6-177P	RNA, U6 small nuclear 177, pseudogene	106481232	ENSG00000223189	
HGNC:47141	RNU6-178P	RNA, U6 small nuclear 178, pseudogene	106479645	ENSG00000207361	
HGNC:47142	RNU6-179P	RNA, U6 small nuclear 179, pseudogene	106479646	ENSG00000200220	
HGNC:47143	RNU6-180P	RNA, U6 small nuclear 180, pseudogene	106481233	ENSG00000252506	
HGNC:47144	RNU6-181P	RNA, U6 small nuclear 181, pseudogene	106480559	ENSG00000200095	
HGNC:47145	RNU6-182P	RNA, U6 small nuclear 182, pseudogene	106479647	ENSG00000252779	
HGNC:47146	RNU6-183P	RNA, U6 small nuclear 183, pseudogene	106481234	ENSG00000200331	
HGNC:47147	RNU6-184P	RNA, U6 small nuclear 184, pseudogene	106479648	ENSG00000252323	
HGNC:47148	RNU6-185P	RNA, U6 small nuclear 185, pseudogene	106481235	ENSG00000207150	
HGNC:47150	RNU6-187P	RNA, U6 small nuclear 187, pseudogene	106481880	ENSG00000206866	
HGNC:47151	RNU6-188P	RNA, U6 small nuclear 188, pseudogene	106479649	ENSG00000201077	
HGNC:47152	RNU6-189P	RNA, U6 small nuclear 189, pseudogene	106479650	ENSG00000251929	
HGNC:47153	RNU6-190P	RNA, U6 small nuclear 190, pseudogene	106481236	ENSG00000206881	
HGNC:47154	RNU6-191P	RNA, U6 small nuclear 191, pseudogene	106479651	ENSG00000252104	
HGNC:47155	RNU6-192P	RNA, U6 small nuclear 192, pseudogene	106481237	ENSG00000212555	
HGNC:47156	RNU6-193P	RNA, U6 small nuclear 193, pseudogene	106480560	ENSG00000222909	
HGNC:47157	RNU6-194P	RNA, U6 small nuclear 194, pseudogene	106479652	ENSG00000200732	
HGNC:47158	RNU6-195P	RNA, U6 small nuclear 195, pseudogene	106479653	ENSG00000223284	
HGNC:47159	RNU6-196P	RNA, U6 small nuclear 196, pseudogene	106481238	ENSG00000207042	
HGNC:47160	RNU6-197P	RNA, U6 small nuclear 197, pseudogene	106479654	ENSG00000252489	
HGNC:47161	RNU6-198P	RNA, U6 small nuclear 198, pseudogene	106481239	ENSG00000206985	
HGNC:47162	RNU6-199P	RNA, U6 small nuclear 199, pseudogene	106481881	ENSG00000199824	
HGNC:47163	RNU6-200P	RNA, U6 small nuclear 200, pseudogene	106479655	ENSG00000201613	
HGNC:47164	RNU6-201P	RNA, U6 small nuclear 201, pseudogene	106481240	ENSG00000252909	
HGNC:47165	RNU6-202P	RNA, U6 small nuclear 202, pseudogene	106479656	ENSG00000251807	
HGNC:47166	RNU6-203P	RNA, U6 small nuclear 203, pseudogene	106479657	ENSG00000206765	
HGNC:47167	RNU6-204P	RNA, U6 small nuclear 204, pseudogene	106481241	ENSG00000199335	
HGNC:47168	RNU6-205P	RNA, U6 small nuclear 205, pseudogene	106633815	ENSG00000212160	
HGNC:47169	RNU6-206P	RNA, U6 small nuclear 206, pseudogene	106481882	ENSG00000206843	
HGNC:47170	RNU6-207P	RNA, U6 small nuclear 207, pseudogene	106481766	ENSG00000206864	
HGNC:47171	RNU6-208P	RNA, U6 small nuclear 208, pseudogene	106479658	ENSG00000199301	
HGNC:47172	RNU6-209P	RNA, U6 small nuclear 209, pseudogene	106481242	ENSG00000206845	
HGNC:47173	RNU6-210P	RNA, U6 small nuclear 210, pseudogene	106479659	ENSG00000252752	
HGNC:47174	RNU6-211P	RNA, U6 small nuclear 211, pseudogene	106479660	ENSG00000206774	
HGNC:47175	RNU6-212P	RNA, U6 small nuclear 212, pseudogene	106481243	ENSG00000199512	
HGNC:47176	RNU6-213P	RNA, U6 small nuclear 213, pseudogene	106481244	ENSG00000206778	
HGNC:47177	RNU6-214P	RNA, U6 small nuclear 214, pseudogene	106479661	ENSG00000206857	
HGNC:47178	RNU6-215P	RNA, U6 small nuclear 215, pseudogene	106481245	ENSG00000202039	
HGNC:47179	RNU6-216P	RNA, U6 small nuclear 216, pseudogene	106479662	ENSG00000200152	
HGNC:47180	RNU6-217P	RNA, U6 small nuclear 217, pseudogene	106481246	ENSG00000206891	
HGNC:47181	RNU6-218P	RNA, U6 small nuclear 218, pseudogene	106479663	ENSG00000252929	
HGNC:47182	RNU6-219P	RNA, U6 small nuclear 219, pseudogene	106479664	ENSG00000201598	
HGNC:47183	RNU6-220P	RNA, U6 small nuclear 220, pseudogene	106481247	ENSG00000212221	
HGNC:47184	RNU6-221P	RNA, U6 small nuclear 221, pseudogene	106480561	ENSG00000238493	
HGNC:47185	RNU6-222P	RNA, U6 small nuclear 222, pseudogene	106479665	ENSG00000199308	
HGNC:47186	RNU6-223P	RNA, U6 small nuclear 223, pseudogene	106481248	ENSG00000199700	
HGNC:47187	RNU6-224P	RNA, U6 small nuclear 224, pseudogene	106479666	ENSG00000206782	
HGNC:47188	RNU6-225P	RNA, U6 small nuclear 225, pseudogene	106479667	ENSG00000207343	
HGNC:47189	RNU6-226P	RNA, U6 small nuclear 226, pseudogene	106481249	ENSG00000200648	
HGNC:47190	RNU6-227P	RNA, U6 small nuclear 227, pseudogene	106481883	ENSG00000199735	
HGNC:47191	RNU6-228P	RNA, U6 small nuclear 228, pseudogene	106479668	ENSG00000199570	
HGNC:47192	RNU6-229P	RNA, U6 small nuclear 229, pseudogene	106481250	ENSG00000252423	
HGNC:47193	RNU6-230P	RNA, U6 small nuclear 230, pseudogene	106479669	ENSG00000199327	
HGNC:47194	RNU6-231P	RNA, U6 small nuclear 231, pseudogene	106481251	ENSG00000252931	
HGNC:47195	RNU6-232P	RNA, U6 small nuclear 232, pseudogene	106480388	ENSG00000252953	
HGNC:47196	RNU6-233P	RNA, U6 small nuclear 233, pseudogene	106480562	ENSG00000222777	
HGNC:47197	RNU6-234P	RNA, U6 small nuclear 234, pseudogene	106479670	ENSG00000202099	
HGNC:47198	RNU6-235P	RNA, U6 small nuclear 235, pseudogene	106479671	ENSG00000199514	
HGNC:47199	RNU6-236P	RNA, U6 small nuclear 236, pseudogene	106481252	ENSG00000200756	
HGNC:47200	RNU6-237P	RNA, U6 small nuclear 237, pseudogene	106479672	ENSG00000251794	
HGNC:47201	RNU6-238P	RNA, U6 small nuclear 238, pseudogene	106481253	ENSG00000200183	
HGNC:47202	RNU6-239P	RNA, U6 small nuclear 239, pseudogene	106480563	ENSG00000212292	
